nodes	links	pcd-red	deeps-min	
40	3.0	0	0	0	0	0	30	
40	6	0	0	0	0	0	47	
40	12	0	0	0	0	0	50	
40	24	0	0	0	0	0	50	
120	3.0	0	0	0	1	0	34	
120	6	0	0	0	1	0	48	
120	12	0	0	0	1	0	50	
120	24	0	0	0	0	0	50	
240	3.0	0	0	0	2	1	32	
240	6	0	0	0	2	0	49	
240	12	0	0	0	0	0	50	
240	24	0	0	0	0	1	50	
